------+----------------------------------+-------------+----+---------+------+-----------------------+----------------------------------------------------------------------
 Line | # File                      Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code
  447 |  1 decompress_v2_fast.asm    447 | Directive   | 00 |         |    0 | 00/0217               |                               mx    %00                  
  448 |  1 decompress_v2_fast.asm    448 | Empty       | 00 |         |    0 | 00/0217               |                                                          
  449 |  1 decompress_v2_fast.asm    449 | Comment     | 00 |         |    0 | 00/0217               | 	; Copy the Return address
  450 |  1 decompress_v2_fast.asm    450 | Code        | 00 |         |    2 | 00/0217 : A3 01       |                               lda   1,s                  
  451 |  1 decompress_v2_fast.asm    451 | Code        | 00 |         |    2 | 00/0219 : 83 09       |                               sta   {8}+1,s              
  452 |  1 decompress_v2_fast.asm    452 | Code        | 00 |         |    2 | 00/021B : A3 02       |                               lda   2,s                  
  453 |  1 decompress_v2_fast.asm    453 | Code        | 00 |         |    2 | 00/021D : 83 0A       |                               sta   {8}+2,s              
  454 |  1 decompress_v2_fast.asm    454 | Empty       | 00 |         |    0 | 00/021F               |                                                          
  455 |  1 decompress_v2_fast.asm    455 | Code        | 00 |         |    1 | 00/021F : 3B          |                               tsc                        
  456 |  1 decompress_v2_fast.asm    456 | Code        | 00 |         |    1 | 00/0220 : 38          |                               sec                        
  457 |  1 decompress_v2_fast.asm    457 | Code        | 00 |         |    3 | 00/0221 : E9 F8 FF    |                               sbc   #-8                  
  458 |  1 decompress_v2_fast.asm    458 | Code        | 00 |         |    1 | 00/0224 : 1B          |                               tcs                        
  459 |  1 decompress_v2_fast.asm    459 | Empty       | 00 |         |    0 | 00/0225               |                                                          
  460 |  1 decompress_v2_fast.asm    460 | Code        | 00 |         |    1 | 00/0225 : 6B          |                               rtl                        
  461 |  1 decompress_v2_fast.asm    461 | Empty       | 00 |         |    0 | 00/0226               |                                                          
  462 |  1 decompress_v2_fast.asm    462 | Comment     | 00 |         |    0 | 00/0226               | ;------------------------------------------------------------------------------
  463 |  1 decompress_v2_fast.asm    463 | Empty       | 00 |         |    0 | 00/0226               |                                                          
------+----------------------------------+-------------+----+---------+------+-----------------------+----------------------------------------------------------------------
