------+---------------------------------------------+-------------+----+---------+------+-----------------------+----------------------------------------------------------------------
 Line | # File                                 Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code
 1110 |  9             phx/interrupt_def.asm     17 | Equivalence | 11 |         |    0 | 00/0000               | INT_MASK_REG0            =     $00014C              ;
 1111 |  9             phx/interrupt_def.asm     18 | Equivalence | 11 |         |    0 | 00/0000               | INT_MASK_REG1            =     $00014D              ;
 1112 |  9             phx/interrupt_def.asm     19 | Equivalence | 11 |         |    0 | 00/0000               | INT_MASK_REG2            =     $00014E              ;
 1113 |  9             phx/interrupt_def.asm     20 | Equivalence | 11 |         |    0 | 00/0000               | INT_MASK_REG3            =     $00014F              ; FMX Model
 1114 |  9             phx/interrupt_def.asm     21 | Comment     | 11 |         |    0 | 00/0000               | ; Interrupt Bit Definition
 1115 |  9             phx/interrupt_def.asm     22 | Comment     | 11 |         |    0 | 00/0000               | ; Register Block 0
 1116 |  9             phx/interrupt_def.asm     23 | Equivalence | 11 |         |    0 | 00/0000               | FNX0_INT00_SOF           =     $01                  ;Start of Frame @ 60FPS
 1117 |  9             phx/interrupt_def.asm     24 | Equivalence | 11 |         |    0 | 00/0000               | FNX0_INT01_SOL           =     $02                  ;Start of Line (Programmable)
 1118 |  9             phx/interrupt_def.asm     25 | Equivalence | 11 |         |    0 | 00/0000               | FNX0_INT02_TMR0          =     $04                  ;Timer 0 Interrupt
 1119 |  9             phx/interrupt_def.asm     26 | Equivalence | 11 |         |    0 | 00/0000               | FNX0_INT03_TMR1          =     $08                  ;Timer 1 Interrupt
 1120 |  9             phx/interrupt_def.asm     27 | Equivalence | 11 |         |    0 | 00/0000               | FNX0_INT04_TMR2          =     $10                  ;Timer 2 Interrupt
 1121 |  9             phx/interrupt_def.asm     28 | Equivalence | 11 |         |    0 | 00/0000               | FNX0_INT05_RTC           =     $20                  ;Real-Time Clock Interrupt
 1122 |  9             phx/interrupt_def.asm     29 | Equivalence | 11 |         |    0 | 00/0000               | FNX0_INT06_FDC           =     $40                  ;Floppy Disk Controller
 1123 |  9             phx/interrupt_def.asm     30 | Equivalence | 11 |         |    0 | 00/0000               | FNX0_INT07_MOUSE         =     $80                  ; Mouse Interrupt (INT12 in SuperIO IOspace)
 1124 |  9             phx/interrupt_def.asm     31 | Comment     | 11 |         |    0 | 00/0000               | ; Register Block 1
 1125 |  9             phx/interrupt_def.asm     32 | Equivalence | 11 |         |    0 | 00/0000               | FNX1_INT00_KBD           =     $01                  ;Keyboard Interrupt
 1126 |  9             phx/interrupt_def.asm     33 | Equivalence | 11 |         |    0 | 00/0000               | FNX1_INT01_COL0          =     $02                  ;VICKY_II (INT2) Sprite Collision
 1127 |  9             phx/interrupt_def.asm     34 | Equivalence | 11 |         |    0 | 00/0000               | FNX1_INT02_COL1          =     $04                  ;VICKY_II (INT3) Bitmap Collision
 1128 |  9             phx/interrupt_def.asm     35 | Equivalence | 11 |         |    0 | 00/0000               | FNX1_INT03_COM2          =     $08                  ;Serial Port 2
 1129 |  9             phx/interrupt_def.asm     36 | Equivalence | 11 |         |    0 | 00/0000               | FNX1_INT04_COM1          =     $10                  ;Serial Port 1
 1130 |  9             phx/interrupt_def.asm     37 | Equivalence | 11 |         |    0 | 00/0000               | FNX1_INT05_MPU401        =     $20                  ;Midi Controller Interrupt
 1131 |  9             phx/interrupt_def.asm     38 | Equivalence | 11 |         |    0 | 00/0000               | FNX1_INT06_LPT           =     $40                  ;Parallel Port
 1132 |  9             phx/interrupt_def.asm     39 | Equivalence | 11 |         |    0 | 00/0000               | FNX1_INT07_SDCARD        =     $80                  ;SD Card Controller Interrupt (CH376S)
 1133 |  9             phx/interrupt_def.asm     40 | Comment     | 11 |         |    0 | 00/0000               | ; Register Block 2
 1134 |  9             phx/interrupt_def.asm     41 | Equivalence | 11 |         |    0 | 00/0000               | FNX2_INT00_OPL3          =     $01                  ;OPl3
 1135 |  9             phx/interrupt_def.asm     42 | Equivalence | 11 |         |    0 | 00/0000               | FNX2_INT01_GABE_INT0     =     $02                  ;GABE (INT0) - TBD
 1136 |  9             phx/interrupt_def.asm     43 | Equivalence | 11 |         |    0 | 00/0000               | FNX2_INT02_GABE_INT1     =     $04                  ;GABE (INT1) - TBD
 1137 |  9             phx/interrupt_def.asm     44 | Equivalence | 11 |         |    0 | 00/0000               | FNX2_INT03_VDMA          =     $08                  ;VICKY_II (INT4) - VDMA Interrupt
 1138 |  9             phx/interrupt_def.asm     45 | Equivalence | 11 |         |    0 | 00/0000               | FNX2_INT04_COL2          =     $10                  ;VICKY_II (INT5) Tile Collision
 1139 |  9             phx/interrupt_def.asm     46 | Equivalence | 11 |         |    0 | 00/0000               | FNX2_INT05_GABE_INT2     =     $20                  ;GABE (INT2) - TBD
 1140 |  9             phx/interrupt_def.asm     47 | Equivalence | 11 |         |    0 | 00/0000               | FNX2_INT06_EXT           =     $40                  ;External Expansion
 1141 |  9             phx/interrupt_def.asm     48 | Equivalence | 11 |         |    0 | 00/0000               | FNX2_INT07_SDCARD_INS    =     $80                  ; SDCARD Insertion
 1142 |  9             phx/interrupt_def.asm     49 | Comment     | 11 |         |    0 | 00/0000               | ; Register Block 3 (FMX Expansion)
 1143 |  9             phx/interrupt_def.asm     50 | Equivalence | 11 |         |    0 | 00/0000               | FNX3_INT00_OPN2          =     $01                  ;OPN2
 1144 |  9             phx/interrupt_def.asm     51 | Equivalence | 11 |         |    0 | 00/0000               | FNX3_INT01_OPM           =     $02                  ;OPM
 1145 |  9             phx/interrupt_def.asm     52 | Equivalence | 11 |         |    0 | 00/0000               | FNX3_INT02_IDE           =     $04                  ;HDD IDE INTERRUPT
 1146 |  9             phx/interrupt_def.asm     53 | Equivalence | 11 |         |    0 | 00/0000               | FNX3_INT03_TBD           =     $08                  ;TBD
 1147 |  9             phx/interrupt_def.asm     54 | Equivalence | 11 |         |    0 | 00/0000               | FNX3_INT04_TBD           =     $10                  ;TBD
 1148 |  9             phx/interrupt_def.asm     55 | Equivalence | 11 |         |    0 | 00/0000               | FNX3_INT05_TBD           =     $20                  ;GABE (INT2) - TBD
 1149 |  9             phx/interrupt_def.asm     56 | Equivalence | 11 |         |    0 | 00/0000               | FNX3_INT06_TBD           =     $40                  ;External Expansion
 1150 |  9             phx/interrupt_def.asm     57 | Equivalence | 11 |         |    0 | 00/0000               | FNX3_INT07_TBD           =     $80                  ; SDCARD Insertion
 1151 |  9             phx/interrupt_def.asm     58 | Empty       | 11 |         |    0 | 00/0000               |                                                     
 1152 |  1                             dma.s     27 | Empty       | 11 |         |    0 | 00/0000               |                                                     
 1153 |  1                             dma.s     28 | Empty       | 11 |         |    0 | 00/0000               |                                                     
 1154 |  1                             dma.s     29 | External    | 11 |         |    0 | 00/0000               | title_pic                ext                        
 1155 |  1                             dma.s     30 | External    | 11 |         |    0 | 00/0000               | decompress_lzsa          ext                        
 1156 |  1                             dma.s     31 | Empty       | 11 |         |    0 | 00/0000               |                                                     
 1157 |  1                             dma.s     32 | Empty       | 11 |         |    0 | 00/0000               |                                                     
 1158 |  1                             dma.s     33 | Directive   | 00 |         |    0 | 00/0000               |                          mx    %00                  
 1159 |  1                             dma.s     34 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1160 |  1                             dma.s     35 | Comment     | 00 |         |    0 | 00/0000               | ;
 1161 |  1                             dma.s     36 | Comment     | 00 |         |    0 | 00/0000               | ; Decompress to this address
 1162 |  1                             dma.s     37 | Comment     | 00 |         |    0 | 00/0000               | ;
 1163 |  1                             dma.s     38 | Equivalence | 00 |         |    0 | 00/0000               | pixel_buffer             =     $100000              ; need about 480k, put it in memory at 1.25MB mark
 1164 |  1                             dma.s     39 | Comment     | 00 |         |    0 | 00/0000               | 						; try to leave room for kernel on a U
 1165 |  1                             dma.s     40 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1166 |  1                             dma.s     41 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1167 |  1                             dma.s     42 | Equivalence | 00 |         |    0 | 00/0000               | VICKY_DISPLAY_BUFFER     =     $100000              
 1168 |  1                             dma.s     43 | Comment     | 00 |         |    0 | 00/0000               | ; 512k for my copy
 1169 |  1                             dma.s     44 | Comment     | 00 |         |    0 | 00/0000               | ;VICKY_OFFSCREEN_IMAGE = VICKY_DISPLAY_BUFFER+{XRES*YRES}
 1170 |  1                             dma.s     45 | Equivalence | 00 |         |    0 | 00/0000               | VICKY_OFFSCREEN_IMAGE    =     $000001              
 1171 |  1                             dma.s     46 | Equivalence | 00 |         |    0 | 00/0000               | VICKY_WORK_BUFFER        =     $180000              
 1172 |  1                             dma.s     47 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1173 |  1                             dma.s     48 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1174 |  1                             dma.s     49 | Comment     | 00 |         |    0 | 00/0000               | ; Kernel method
 1175 |  1                             dma.s     50 | Equivalence | 00 |         |    0 | 00/0000               | VRAM                     =     $B00000              
 1176 |  1                             dma.s     51 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1177 |  1                             dma.s     52 | Comment     | 00 |         |    0 | 00/0000               | ;------------------------------------------------------------------------------
 1178 |  1                             dma.s     53 | Comment     | 00 |         |    0 | 00/0000               | ; I like having my own Direct Page
 1179 |  1                             dma.s     54 | Equivalence | 00 |         |    0 | 00/0000               | MyDP                     =     $2000                
 1180 |  1                             dma.s     55 | Equivalence | 00 |         |    0 | 00/0000               | MySTACK                  =     $EFFF                
 1181 |  1                             dma.s     56 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1182 |  1                             dma.s     57 | Comment     | 00 |         |    0 | 00/0000               | ;------------------------------------------------------------------------------
 1183 |  1                             dma.s     58 | Comment     | 00 |         |    0 | 00/0000               | ; Direct Page Equates
 1184 |  1                             dma.s     59 | Equivalence | 00 |         |    0 | 00/0000               | lzsa_sourcePtr           =     0                    
 1185 |  1                             dma.s     60 | Equivalence | 00 |         |    0 | 00/0000               | lsza_destPtr             =     4                    
 1186 |  1                             dma.s     61 | Equivalence | 00 |         |    0 | 00/0000               | lzsa_matchPtr            =     8                    
 1187 |  1                             dma.s     62 | Equivalence | 00 |         |    0 | 00/0000               | lzsa_nibble              =     12                   
 1188 |  1                             dma.s     63 | Equivalence | 00 |         |    0 | 00/0000               | lzsa_suboffset           =     14                   
 1189 |  1                             dma.s     64 | Equivalence | 00 |         |    0 | 00/0000               | lzsa_token               =     16                   
 1190 |  1                             dma.s     65 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1191 |  1                             dma.s     66 | Equivalence | 00 |         |    0 | 00/0000               | temp0                    =     0                    
 1192 |  1                             dma.s     67 | Equivalence | 00 |         |    0 | 00/0000               | temp1                    =     4                    
 1193 |  1                             dma.s     68 | Equivalence | 00 |         |    0 | 00/0000               | temp2                    =     8                    
 1194 |  1                             dma.s     69 | Equivalence | 00 |         |    0 | 00/0000               | temp3                    =     12                   
 1195 |  1                             dma.s     70 | Equivalence | 00 |         |    0 | 00/0000               | temp4                    =     16                   
 1196 |  1                             dma.s     71 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1197 |  1                             dma.s     72 | Equivalence | 00 |         |    0 | 00/0000               | i32EOF_Address           =     20                   
 1198 |  1                             dma.s     73 | Equivalence | 00 |         |    0 | 00/0000               | i32FileLength            =     24                   
 1199 |  1                             dma.s     74 | Equivalence | 00 |         |    0 | 00/0000               | pData                    =     28                   
 1200 |  1                             dma.s     75 | Equivalence | 00 |         |    0 | 00/0000               | i16Version               =     32                   
 1201 |  1                             dma.s     76 | Equivalence | 00 |         |    0 | 00/0000               | i16Width                 =     34                   
 1202 |  1                             dma.s     77 | Equivalence | 00 |         |    0 | 00/0000               | i16Height                =     36                   
 1203 |  1                             dma.s     78 | Equivalence | 00 |         |    0 | 00/0000               | pCLUT                    =     38                   
 1204 |  1                             dma.s     79 | Equivalence | 00 |         |    0 | 00/0000               | pPIXL                    =     42                   
 1205 |  1                             dma.s     80 | Equivalence | 00 |         |    0 | 00/0000               | temp5                    =     46                   
 1206 |  1                             dma.s     81 | Equivalence | 00 |         |    0 | 00/0000               | temp6                    =     50                   
 1207 |  1                             dma.s     82 | Equivalence | 00 |         |    0 | 00/0000               | temp7                    =     54                   
 1208 |  1                             dma.s     83 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1209 |  1                             dma.s     84 | Equivalence | 00 |         |    0 | 00/0000               | dpJiffy                  =     128                  
 1210 |  1                             dma.s     85 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1211 |  1                             dma.s     86 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1212 |  1                             dma.s     87 | Equivalence | 00 |         |    0 | 00/0000               | XRES                     =     640                  
 1213 |  1                             dma.s     88 | Equivalence | 00 |         |    0 | 00/0000               | YRES                     =     480                  
 1214 |  1                             dma.s     89 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1215 |  1                             dma.s     90 | Directive   | 00 |         |    0 | 00/0000               |                          do    {640}=640            
 1216 |  1                             dma.s     91 | Equivalence | 00 |         |    0 | 00/0000               | VIDEO_MODE               =     $004C                
 1217 |  1                             dma.s     92 | Directive   | 00 |         |    0 | 00/0000               |                          else                       
 1218 |  1                             dma.s     94 | Directive   | 00 |         |    0 | 00/0000               |                          fin                        
 1219 |  1                             dma.s     95 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1220 |  1                             dma.s     96 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1221 |  1                             dma.s     97 | Empty       | 00 |         |    0 | 00/0000               |                                                     
 1222 |  1                             dma.s     98 | Global      | 00 |         |    0 | 00/0000               | start                    ent                        ; make sure start is visible outside the file
 1223 |  1                             dma.s     99 | Code        | 00 |         |    1 | 00/0000 : 18          |                          clc                        
 1224 |  1                             dma.s    100 | Code        | 00 |         |    1 | 00/0001 : FB          |                          xce                        
 1225 |  1                             dma.s    101 | Code        | 00 |         |    2 | 00/0002 : C2 31       |                          rep   $31                  ; long MX, and CLC
 1226 |  1                             dma.s    102 | Empty       | 00 |         |    0 | 00/0004               |                                                     
 1227 |  1                             dma.s    103 | Comment     | 00 |         |    0 | 00/0004               | ; Default Stack is on top of System Multiply Registers
 1228 |  1                             dma.s    104 | Comment     | 00 |         |    0 | 00/0004               | ; So move the stack before proceeding
 1229 |  1                             dma.s    105 | Empty       | 00 |         |    0 | 00/0004               |                                                     
 1230 |  1                             dma.s    106 | Code        | 00 |         |    3 | 00/0004 : A9 FF EF    |                          lda   #{$EFFF}             
 1231 |  1                             dma.s    107 | Code        | 00 |         |    1 | 00/0007 : 1B          |                          tcs                        
 1232 |  1                             dma.s    108 | Empty       | 00 |         |    0 | 00/0008               |                                                     
 1233 |  1                             dma.s    109 | Code        | 00 |         |    3 | 00/0008 : A9 00 20    |                          lda   #{$2000}             
 1234 |  1                             dma.s    110 | Code        | 00 |         |    1 | 00/000B : 5B          |                          tcd                        
 1235 |  1                             dma.s    111 | Empty       | 00 |         |    0 | 00/000C               |                                                     
 1236 |  1                             dma.s    112 | Code        | 00 |         |    1 | 00/000C : 4B          |                          phk                        
 1237 |  1                             dma.s    113 | Code        | 00 |         |    1 | 00/000D : AB          |                          plb                        
 1238 |  1                             dma.s    114 | Comment     | 00 |         |    0 | 00/000E               | ;
 1239 |  1                             dma.s    115 | Comment     | 00 |         |    0 | 00/000E               | ; Setup a Jiffy Timer, using Kernel Jump Table
 1240 |  1                             dma.s    116 | Comment     | 00 |         |    0 | 00/000E               | ; Trying to be friendly, in case we can friendly exit
 1241 |  1                             dma.s    117 | Comment     | 00 |         |    0 | 00/000E               | ;
 1242 |  1                             dma.s    118 | Code        | 00 |  2      |    3 | 00/000E : 20 E6 03    |                          jsr   InstallJiffy         
 1243 |  1                             dma.s    119 | Empty       | 00 |         |    0 | 00/0011               |                                                     
 1244 |  1                             dma.s    120 | Comment     | 00 |         |    0 | 00/0011               | ;------------------------------------------------------------------------------
 1245 |  1                             dma.s    121 | Comment     | 00 |         |    0 | 00/0011               | ;
 1246 |  1                             dma.s    122 | Comment     | 00 |         |    0 | 00/0011               | ;		jsr FadeToBorderColor
 1247 |  1                             dma.s    123 | Comment     | 00 |         |    0 | 00/0011               | ;
 1248 |  1                             dma.s    124 | Comment     | 00 |         |    0 | 00/0011               | ;------------------------------------------------------------------------------
 1249 |  1                             dma.s    125 | Empty       | 00 |         |    0 | 00/0011               |                                                     
 1250 |  1                             dma.s    126 | Code        | 00 |  2      |    3 | 00/0011 : 20 03 04    |                          jsr   WaitVBL              
 1251 |  1                             dma.s    127 | Empty       | 00 |         |    0 | 00/0014               |                                                     
 1252 |  1                             dma.s    128 | Code        | 00 |         |    3 | 00/0014 : A9 4C 00    |                          lda   #{$004C}             ; 800x600 + Gamma + Bitmap_en
 1253 |  1                             dma.s    129 | Code        | 11 |         |    2 | 00/0017 : E2 30       |                          sep   #$30                 
 1254 |  1                             dma.s    130 | Code        | 11 |         |    4 | 00/0019 : 8F 00 00 AF |                          sta   >{$AF0000}           
 1255 |  1                             dma.s    131 | Code        | 11 |         |    1 | 00/001D : EB          |                          xba                        
 1256 |  1                             dma.s    132 | Code        | 11 |         |    4 | 00/001E : 8F 01 00 AF |                          sta   >{$AF0001}           
 1257 |  1                             dma.s    133 | Empty       | 11 |         |    0 | 00/0022               |                                                     
 1258 |  1                             dma.s    134 | Code        | 11 |         |    2 | 00/0022 : A9 01       |                          lda   #{$01}               
 1259 |  1                             dma.s    135 | Code        | 11 |         |    4 | 00/0024 : 8F 00 01 AF |                          sta   >{$AF0100}           
 1260 |  1                             dma.s    136 | Empty       | 11 |         |    0 | 00/0028               |                                                     
 1261 |  1                             dma.s    137 | Code        | 11 |         |    2 | 00/0028 : A9 00       |                          lda   #<{$100000}          
 1262 |  1                             dma.s    138 | Code        | 11 |         |    4 | 00/002A : 8F 01 01 AF |                          sta   >{$AF0101}           
 1263 |  1                             dma.s    139 | Code        | 11 |         |    2 | 00/002E : A9 00       |                          lda   #>{$100000}          
 1264 |  1                             dma.s    140 | Code        | 11 |         |    4 | 00/0030 : 8F 02 01 AF |                          sta   >{$AF0102}           
 1265 |  1                             dma.s    141 | Code        | 11 |         |    2 | 00/0034 : A9 10       |                          lda   #^{$100000}          
 1266 |  1                             dma.s    142 | Code        | 11 |         |    4 | 00/0036 : 8F 03 01 AF |                          sta   >{$AF0103}           
 1267 |  1                             dma.s    143 | Empty       | 11 |         |    0 | 00/003A               |                                                     
 1268 |  1                             dma.s    144 | Code        | 00 |         |    2 | 00/003A : C2 30       |                          rep   #$30                 
 1269 |  1                             dma.s    145 | Empty       | 00 |         |    0 | 00/003C               |                                                     
 1270 |  1                             dma.s    146 | Empty       | 00 |         |    0 | 00/003C               |                                                     
 1271 |  1                             dma.s    147 | Code        | 00 |         |    3 | 00/003C : A9 00 00    |                          lda   #0                   
 1272 |  1                             dma.s    148 | Code        | 00 |         |    4 | 00/003F : 8F 04 01 AF |                          sta   >{$AF0104}           
 1273 |  1                             dma.s    149 | Code        | 00 |         |    4 | 00/0043 : 8F 05 01 AF |                          sta   >{$AF0105}           
 1274 |  1                             dma.s    150 | Code        | 00 |         |    4 | 00/0047 : 8F 08 01 AF |                          sta   >{$AF0108}           
 1275 |  1                             dma.s    151 | Empty       | 00 |         |    0 | 00/004B               |                                                     
 1276 |  1                             dma.s    152 | Comment     | 00 |         |    0 | 00/004B               | ;        ; Fill Frame Buffer with Color index 1
 1277 |  1                             dma.s    153 | Comment     | 00 |         |    0 | 00/004B               | ;        lda     #$0101
 1278 |  1                             dma.s    154 | Comment     | 00 |         |    0 | 00/004B               | ;        ldx     #0
 1279 |  1                             dma.s    155 | Comment     | 00 |         |    0 | 00/004B               | ;]lp
 1280 |  1                             dma.s    156 | Comment     | 00 |         |    0 | 00/004B               | ;		jsr		WaitVBL
 1281 |  1                             dma.s    157 | Comment     | 00 |         |    0 | 00/004B               | ;
 1282 |  1                             dma.s    158 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B00000,x
 1283 |  1                             dma.s    159 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B10000,x
 1284 |  1                             dma.s    160 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B20000,x
 1285 |  1                             dma.s    161 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B30000,x
 1286 |  1                             dma.s    162 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B40000,x
 1287 |  1                             dma.s    163 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B50000,x
 1288 |  1                             dma.s    164 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B60000,x
 1289 |  1                             dma.s    165 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B70000,x
 1290 |  1                             dma.s    166 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B80000,x
 1291 |  1                             dma.s    167 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $B90000,x
 1292 |  1                             dma.s    168 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $BA0000,x
 1293 |  1                             dma.s    169 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $BB0000,x
 1294 |  1                             dma.s    170 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $BC0000,x
 1295 |  1                             dma.s    171 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $BD0000,x
 1296 |  1                             dma.s    172 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $BE0000,x
 1297 |  1                             dma.s    173 | Comment     | 00 |         |    0 | 00/004B               | ;        stal    $BF0000,x
 1298 |  1                             dma.s    174 | Comment     | 00 |         |    0 | 00/004B               | ;        inx
 1299 |  1                             dma.s    175 | Comment     | 00 |         |    0 | 00/004B               | ;        inx
 1300 |  1                             dma.s    176 | Comment     | 00 |         |    0 | 00/004B               | ;        bne ]lp
 1301 |  1                             dma.s    177 | Empty       | 00 |         |    0 | 00/004B               |                                                     
 1302 |  1                             dma.s    178 | Comment     | 00 |         |    0 | 00/004B               | ;
 1303 |  1                             dma.s    179 | Comment     | 00 |         |    0 | 00/004B               | ; Extract CLUT data from the title image
 1304 |  1                             dma.s    180 | Comment     | 00 |         |    0 | 00/004B               | ;
 1305 |  1                             dma.s    181 | Comment     | 00 |         |    0 | 00/004B               | 		; source picture
 1306 |  1                             dma.s    182 | Code        | 00 |E 1 >>16 |    3 | 00/004B : F4 00 00    |                          pea   ^title_pic           
 1307 |  1                             dma.s    183 | Code        | 00 |E 2      |    3 | 00/004E : F4 00 00    |                          pea   title_pic            
 1308 |  1                             dma.s    184 | Empty       | 00 |         |    0 | 00/0051               |                                                     
 1309 |  1                             dma.s    185 | Comment     | 00 |         |    0 | 00/0051               | 		; destination address
 1310 |  1                             dma.s    186 | Code        | 00 |  1 >>16 |    3 | 00/0051 : F4 00 00    |                          pea   ^pal_buffer          
 1311 |  1                             dma.s    187 | Code        | 00 |  2      |    3 | 00/0054 : F4 0C 04    |                          pea   pal_buffer           
 1312 |  1                             dma.s    188 | Empty       | 00 |         |    0 | 00/0057               |                                                     
 1313 |  1                             dma.s    189 | Code        | 00 |  3      |    4 | 00/0057 : 22 A3 02 00 |                          jsl   decompress_clut      
 1314 |  1                             dma.s    190 | Empty       | 00 |         |    0 | 00/005B               |                                                     
 1315 |  1                             dma.s    191 | Code        | 00 |  2      |    3 | 00/005B : 20 03 04    |                          jsr   WaitVBL              
 1316 |  1                             dma.s    192 | Empty       | 00 |         |    0 | 00/005E               |                                                     
 1317 |  1                             dma.s    193 | Comment     | 00 |         |    0 | 00/005E               |         ; Copy over the LUT
 1318 |  1                             dma.s    194 | Code        | 00 |         |    3 | 00/005E : A0 00 20    |                          ldy   #{$AF2000}           ; dest
 1319 |  1                             dma.s    195 | Code        | 00 |  2      |    3 | 00/0061 : A2 0C 04    |                          ldx   #pal_buffer          ; src
 1320 |  1                             dma.s    196 | Code        | 00 |         |    3 | 00/0064 : A9 FF 03    |                          lda   #1024-1              ; length
 1321 |  1                             dma.s    197 | Code        | 00 |  1 >>16 |    3 | 00/0067 : 54 AF 00    |                          mvn   ^pal_buffer,^{$AF2000}; src,dest
 1322 |  1                             dma.s    198 | Empty       | 00 |         |    0 | 00/006A               |                                                     
 1323 |  1                             dma.s    199 | Code        | 00 |         |    1 | 00/006A : 4B          |                          phk                        
 1324 |  1                             dma.s    200 | Code        | 00 |         |    1 | 00/006B : AB          |                          plb                        
 1325 |  1                             dma.s    201 | Empty       | 00 |         |    0 | 00/006C               |                                                     
 1326 |  1                             dma.s    202 | Comment     | 00 |         |    0 | 00/006C               |         ; Set Background Color
 1327 |  1                             dma.s    203 | Code        | 11 |         |    2 | 00/006C : E2 30       |                          sep   #$30                 
 1328 |  1                             dma.s    204 | Code        | 11 |  2      |    3 | 00/006E : AD 0C 04    |                          lda   |pal_buffer          
 1329 |  1                             dma.s    205 | Code        | 11 |         |    4 | 00/0071 : 8F 0D 00 AF |                          sta   >{$AF000D}           ; back
 1330 |  1                             dma.s    206 | Code        | 11 |  2      |    3 | 00/0075 : AD 0D 04    |                          lda   |pal_buffer+1        
 1331 |  1                             dma.s    207 | Code        | 11 |         |    4 | 00/0078 : 8F 0E 00 AF |                          sta   >{$AF000E}           ; back
 1332 |  1                             dma.s    208 | Code        | 11 |  2      |    3 | 00/007C : AD 0E 04    |                          lda   |pal_buffer+2        
 1333 |  1                             dma.s    209 | Code        | 11 |         |    4 | 00/007F : 8F 0F 00 AF |                          sta   >{$AF000F}           ; back
 1334 |  1                             dma.s    210 | Code        | 00 |         |    2 | 00/0083 : C2 30       |                          rep   #$30                 
 1335 |  1                             dma.s    211 | Empty       | 00 |         |    0 | 00/0085               |                                                     
 1336 |  1                             dma.s    212 | Empty       | 00 |         |    0 | 00/0085               |                                                     
 1337 |  1                             dma.s    213 | Comment     | 00 |         |    0 | 00/0085               | ;
 1338 |  1                             dma.s    214 | Comment     | 00 |         |    0 | 00/0085               | ; Extract pixels from the title image
 1339 |  1                             dma.s    215 | Comment     | 00 |         |    0 | 00/0085               | ;
 1340 |  1                             dma.s    216 | Comment     | 00 |         |    0 | 00/0085               | 		; source picture
 1341 |  1                             dma.s    217 | Code        | 00 |E 1 >>16 |    3 | 00/0085 : F4 00 00    |                          pea   ^title_pic           
 1342 |  1                             dma.s    218 | Code        | 00 |E 2      |    3 | 00/0088 : F4 00 00    |                          pea   title_pic            
 1343 |  1                             dma.s    219 | Empty       | 00 |         |    0 | 00/008B               |                                                     
 1344 |  1                             dma.s    220 | Comment     | 00 |         |    0 | 00/008B               | 		; destination address
 1345 |  1                             dma.s    221 | Code        | 00 |         |    3 | 00/008B : F4 10 00    |                          pea   ^{$100000}           
 1346 |  1                             dma.s    222 | Code        | 00 |         |    3 | 00/008E : F4 00 00    |                          pea   {$100000}            
 1347 |  1                             dma.s    223 | Empty       | 00 |         |    0 | 00/0091               |                                                     
 1348 |  1                             dma.s    224 | Code        | 00 |  3      |    4 | 00/0091 : 22 15 02 00 |                          jsl   decompress_pixels    
 1349 |  1                             dma.s    225 | Empty       | 00 |         |    0 | 00/0095               |                                                     
 1350 |  1                             dma.s    226 | Code        | 00 |  2      |    3 | 00/0095 : 20 03 04    |                          jsr   WaitVBL              
 1351 |  1                             dma.s    227 | Empty       | 00 |         |    0 | 00/0098               |                                                     
 1352 |  1                             dma.s    228 | Comment     | 00 |         |    0 | 00/0098               | ;
 1353 |  1                             dma.s    229 | Comment     | 00 |         |    0 | 00/0098               | ; Disable the border
 1354 |  1                             dma.s    230 | Comment     | 00 |         |    0 | 00/0098               | ;
 1355 |  1                             dma.s    231 | Empty       | 00 |         |    0 | 00/0098               |                                                     
